RefSeq-Accn	Assigned-Molecule	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	California-CA	Wisconsin-WI	Hokkaido-HK	Jena-JN	Kanazawa-KZ	Montpelier-MT	Trento-TR
NW_023496996.1	na	42.6997	43.3013	35.9112	42.3273	47.5469	34.149	50.5817	41.9693	65.7823	34.3418	60.0391	49.0993	48.8043	38.0259	37.1421	43.8848	36.6727	31.4186	43.4561	49.9355	42.4043	49.1212	20.2177	18.8653	34.5159	40.9485	58.4586	43.2621	52.9102
NW_023497000.1	na	24.1839	29.5307	25.2812	20.7406	22.0686	23.4349	34.5681	25.0215	35.1377	24.6712	39.0622	21.6521	36.1553	27.5485	15.5794	33.5429	31.9883	27.8784	35.4961	32.6532	27.2386	28.7822	14.1991	10.6884	40.4453	10.3669	29.4735	27.3535	41.465
NW_023497003.1	na	13.8216	13.7143	11.8698	14.4803	17.6338	13.3299	15.0171	13.9472	17.7297	12.1387	19.8613	15.0142	14.4391	10.8543	12.597	12.2035	11.246	11.354	13.0528	12.9899	11.8242	16.0761	5.61291	4.89877	17.5516	9.51022	17.9724	15.952	22.0386
NW_023497014.1	na	3.09139	2.59778	2.3009	1.95398	3.60487	2.73921	3.31529	2.50581	3.62357	2.99321	2.81679	1.89831	2.40843	1.48499	2.46366	2.21733	2.10687	1.53532	3.10344	2.04924	1.42311	2.98941	4.55935	2.77259	4.28351	5.03937	8.4592	9.62444	10.2989
NW_023497011.1	na	4.62338	8.56998	6.53902	4.71474	5.59076	6.49279	6.9881	6.43948	8.28263	8.1486	10.1046	4.60678	12.0709	6.61398	4.15402	8.82668	8.42694	9.10873	10.4333	10.2818	9.66661	5.93921	6.66537	5.45355	10.845	4.20973	13.3166	11.1001	10.2198
NW_023497012.1	na	11.5926	14.9006	11.7953	10.2045	11.9227	12.7664	15.1844	12.9754	16.9991	13.0516	17.3984	9.46459	19.093	11.9161	8.87896	14.9727	14.4127	14.2344	17.09	17.3701	15.3776	14.2245	11.1436	7.22382	16.9584	9.61755	23.1636	21.5332	17.8677
NW_023497010.1	na	8.02248	12.6686	10.3613	6.39539	7.30873	10.222	10.9474	9.15089	12.4229	11.7246	13.7807	5.68893	18.7902	10.1852	5.10103	12.9132	13.7	13.9489	16.3686	16.0998	13.2272	9.79689	9.54305	6.41151	15.2687	5.39105	15.4013	16.3708	14.6757
NW_023497017.1	na	12.6232	9.69181	10.4331	11.044	15.0555	10.0684	10.8929	10.5827	10.7435	10.7344	12.5436	9.30517	10.6407	9.96738	9.1165	9.56831	13.523	9.67891	12.2136	11.2083	11.6226	9.42096	7.22083	7.63104	16.8783	5.89041	15.6766	14.5814	17.8058
NW_023497004.1	na	36.5253	49.1725	36.2391	35.29	42.199	34.9997	48.7276	42.1606	69.8175	42.9273	64.0387	37.6106	62.8817	46.2647	31.6526	57.0115	49.8993	40.8914	62.1279	63.8079	57.4667	46.8229	29.2652	27.323	47.8193	37.7709	83.3508	52.6705	56.8086
NW_023497009.1	na	17.7099	24.9682	17.8906	16.6163	19.7817	19.9689	25.3493	19.73	32.0553	20.2822	29.7711	16.1318	27.6406	18.6715	15.1055	25.2568	24.4902	17.3003	23.6227	25.4939	23.1539	25.6554	11.6993	9.61864	49.8311	34.2881	64.942	50.6574	51.8918
NW_023497013.1	na	9.50022	13.9432	10.4421	7.24274	9.10357	11.4111	12.9939	10.8228	15.4025	12.0497	14.8751	7.59988	18.7959	10.7655	7.13893	14.5968	12.4707	13.5542	16.857	15.7045	15.1294	12.3089	9.24898	7.31298	13.2816	7.53233	17.1963	17.6067	15.7686
NW_023497020.1	na	8.334	7.43774	6.60012	6.30579	7.36557	6.63405	11.6648	6.36491	10.1389	5.14788	9.83229	7.73145	10.17	7.12316	4.36983	8.86022	5.68254	7.40022	4.35276	8.14926	8.78307	7.67098	2.59722	4.34127	11.0322	3.7317	10.1216	6.43733	16.0596
NW_023497024.1	na	0	0	0	0	0	0	0	0	0	0.153846	0	0	0	0	0	0.104251	0.0799595	0	0	0	0	0	0.260121	0	0.937247	1.63259	1.47368	0.852227	0.36336
NW_023497008.1	na	25.7098	27.8605	24.0337	22.4332	29.8613	25.6602	30.3824	25.9966	32.3332	24.7466	36.2642	24.1922	29.3652	22.462	21.4839	25.2413	30.1011	21.7177	28.5405	28.2622	24.5829	31.9656	20.5775	20.4416	38.6826	34.4843	64.0618	61.2397	49.1176
NW_023497007.1	na	28.838	34.0475	26.3891	28.8286	37.7148	30.6333	35.5092	28.0791	38.262	27.7849	42.4209	30.561	37.3225	26.2526	23.9122	32.7974	31.1313	22.8775	31.7103	34.3666	27.4251	38.2694	16.1947	10.4979	41.3253	16.1453	43.2116	46.5093	57.525
NW_023497027.1	na	8.62363	12.9857	7.40842	10.0944	11.8854	10.1249	15.0988	10.3026	15.4284	9.54965	14.8971	11.7643	11.816	8.37164	7.58124	11.6276	13.3979	6.13866	10.3425	11.2583	9.38927	15.3485	9.67989	8.60184	26.2114	16.3488	36.2344	35.2096	30.9745
NW_023497016.1	na	27.2444	21.6227	25.3971	18.4007	25.137	22.7162	24.1108	22.8034	23.4819	19.3483	25.1613	16.9685	23.5629	19.8485	15.4833	21.1754	26.2145	21.0588	27.8724	22.1346	20.931	21.7745	11.9171	9.99641	28.9219	10.9059	31.4664	38.8906	35.8527
NW_023497018.1	na	15.7264	14.4744	13.08	15.7439	21.8095	15.9051	19.3978	14.9771	19.63	12.9169	20.1289	17.4617	13.6086	13.3219	14.0252	15.0068	13.4523	9.44788	14.5035	13.2227	10.8178	19.9714	6.28764	4.10477	18.2556	8.84372	16.5439	16.2589	28.7197
NW_023497022.1	na	29.2818	31.5365	25.2512	28.9057	35.4677	24.1635	35.0794	31.275	48.316	25.5511	43.39	34.913	35.3493	27.0086	26.5976	33.607	27.6755	22.3058	32.4433	36.4987	30.6195	35.0835	15.6234	12.9867	28.9229	27.4853	45.3942	31.9713	45.4923
NW_023497025.1	na	20.031	12.6377	14.0953	13.0361	19.4941	16.5318	18.5326	14.9647	17.7313	8.99954	15.5696	12.3125	7.80609	9.58677	11.4774	9.97307	10.3121	6.36471	12.5171	8.12605	7.32478	18.4056	5.45689	3.50375	15.3916	10.9728	15.6839	24.5656	30.8556
NW_023497023.1	na	16.667	20.4664	18.2918	10.9605	13.3841	18.0678	20.6186	18.0834	23.3919	16.9693	21.0605	8.91319	25.9875	15.1354	9.6685	18.5749	19.5991	20.1458	25.198	22.3811	19.9989	18.3114	12.3608	8.76802	22.8237	9.91498	26.0468	26.6142	28.0024
NW_023497030.1	na	10.0949	11.3829	9.0918	8.98825	13.2363	10.5021	11.7769	9.44768	11.5927	9.59849	12.9443	10.0044	12.0741	10.0643	7.80409	10.3895	13.2354	8.98587	10.8765	12.0689	9.593	12.0517	7.58907	5.08825	17.46	8.66893	19.531	20.4416	22.9428
NW_023497029.1	na	19.4476	16.8868	18.6812	12.9024	18.3913	16.2022	17.1899	15.7204	17.1509	15.531	21.2036	12.7496	17.3103	17.1465	11.146	17.0657	19.5263	15.343	19.6325	16.6538	13.6949	15.71	8.69234	5.46701	25.1891	6.61874	21.4442	27.9916	26.7308
NW_023497028.1	na	37.5313	54.2353	38.498	31.495	37.9351	42.0224	54.0656	42.7559	67.7107	42.7962	62.0496	30.6457	58.7972	39.1659	31.1664	52.7135	51.9353	34.2866	49.699	55.685	46.1392	58.3075	25.0892	19.5106	95.4599	62.9693	116.109	97.0297	110.381
NW_023497021.1	na	46.9714	45.3324	36.6092	37.2593	48.592	35.2343	52.6396	43.5157	69.762	32.4142	56.6673	43.7566	48.8676	38.8263	32.4527	44.6052	37.689	30.9596	42.3432	51.0758	41.9139	52.4306	24.3649	21.5375	41.5602	46.7362	69.8061	54.6237	70.6753
NW_023497026.1	na	23.3338	23.8978	20.4703	22.3194	30.8316	20.6786	28.8722	24.8674	34.9992	19.789	32.1583	25.6028	26.8602	21.2143	21.6596	24.5909	20.7228	19.0986	24.8546	27.4916	24.5348	27.1053	13.3167	9.93093	25.0419	24.6366	40.148	33.8138	36.8911
NW_023497034.1	na	8.41718	6.45241	6.4937	10.5447	15.0312	7.87707	9.18893	7.72064	8.72259	6.99798	11.4581	11.9904	5.87822	8.29956	10.0371	8.36092	6.36595	4.75798	6.3058	6.37492	4.75559	10.2423	3.38637	1.9966	9.39174	4.92372	10.1756	9.64408	14.8896
NW_023497033.1	na	8.5335	8.63111	7.44699	8.75675	12.2064	7.84903	9.64894	8.38027	9.90089	8.91197	12.4053	8.55317	11.6161	8.40273	7.75745	10.3591	10.0077	8.68197	10.4577	10.3557	8.5006	9.478	5.1271	3.79739	13.0177	4.1967	10.7413	10.1842	16.4959
NW_023497035.1	na	47.5067	44.8001	39.1227	34.713	52.8034	45.7326	51.5449	45.4488	74.6296	39.1625	45.8624	41.7583	52.5553	24.3422	41.0966	28.7215	30.0761	27.1798	29.9254	53.7786	42.3408	59.4284	18.807	16.6527	26.8315	36.9568	42.0174	42.3991	58.2875
NW_023497031.1	na	32.7611	37.2958	30.4046	33.9117	46.1492	35.2554	41.9413	33.8905	45.5874	34.1541	49.2393	35.96	43.5424	33.5914	29.9805	39.3058	37.3259	30.1539	40.7032	40.3894	33.324	42.8552	21.9435	15.4714	43.8251	17.8104	43.1013	43.1081	58.2172
NW_023497032.1	na	16.9361	11.4761	11.0797	14.4596	21.3196	14.5642	17.3105	13.5989	18.0684	9.36693	17.5391	17.3088	6.94482	10.4581	14.4799	12.1283	9.29384	5.66174	10.503	7.79655	7.36738	19.3714	4.0528	2.90705	14.9207	7.9101	13.4415	17.8048	28.2448
NW_023497039.1	na	10.629	15.5493	12.3093	9.45293	13.4949	12.4842	14.3005	12.6828	15.958	14.4644	17.2945	9.32713	22.1034	13.6498	8.89348	15.3782	18.479	17.0109	18.6354	20.485	15.9528	12.0634	9.38833	6.19518	19.5901	4.91486	14.3939	13.0758	17.4177
NW_023497040.1	na	22.9127	15.6647	16.2555	17.875	28.6729	19.8362	23.0345	18.0273	20.9083	11.8735	23.691	19.895	9.67459	14.8445	16.7468	15.2472	11.7295	7.47035	15.0112	10.5201	8.74674	24.7007	6.65043	3.49742	18.2856	8.55236	18.3437	23.128	38.1642
NW_023497043.1	na	6.60312	6.60979	6.26843	5.73349	8.34128	6.77394	7.70681	6.3311	6.60883	5.46222	8.07229	6.39017	7.71631	5.29795	4.79954	5.72011	6.60109	6.09402	8.00531	7.54042	5.43282	8.19594	5.15389	3.50639	8.26516	5.42631	11.5916	12.6243	12.7548
NW_023497019.1	na	88.1298	98.8944	77.4354	79.0013	119.438	81.3487	95.281	97.0017	142.098	83.5755	107.674	91.325	115.988	56.0685	93.3268	68.0556	56.5899	68.4738	75.4843	118.867	99.5049	111.831	58.3983	73.0601	79.2728	131.45	150.817	134.427	140.477
NW_023497038.1	na	25.5411	20.8743	26.5737	20.1169	28.581	21.778	23.3044	23.1072	24.1199	21.1528	26.2002	18.3771	24.8219	20.1801	17.7568	20.62	26.5226	21.5292	28.6224	23.9562	23.2857	21.1354	14.1165	9.92385	28.3246	11.21	35.8982	36.9982	34.5236
NW_023497036.1	na	42.5972	44.2738	39.6189	40.3778	49.2301	40.3965	50.0175	40.4663	55.8924	36.8314	56.5152	40.922	49.5969	36.9668	33.0477	44.0086	41.0933	33.7492	46.3964	48.1651	39.7586	51.958	27.5882	18.7956	49.1446	34.33	61.0634	61.7496	68.0851
NW_023497042.1	na	11.875	17.015	13.2453	9.94313	11.3088	14.4696	15.8988	14.0781	19.8236	15.5436	19.2491	9.40623	23.4991	13.4919	8.57138	16.2389	16.6761	18.2558	21.6664	20.6454	18.9482	14.7339	10.654	9.70851	17.3416	9.5032	20.7288	18.8285	18.7704
NW_023497041.1	na	6.91424	9.84796	7.8398	6.34163	7.95907	7.78169	9.03093	8.26926	10.6289	9.43259	11.0924	6.69362	13.8299	9.53064	6.40299	11.2589	10.954	10.5299	12.1772	12.7297	11.0514	8.32034	7.75511	6.3025	11.0797	6.15922	14.822	12.5379	11.2456
NW_023497048.1	na	19.2458	24.0088	16.6399	20.8186	26.8232	20.8049	25.4076	20.0188	27.2245	19.9313	32.3283	22.5321	25.8843	20.0976	16.7438	25.9401	25.2594	14.8386	22.708	26.2597	20.1413	26.3008	12.1155	7.45399	31.4234	11.8805	36.3878	39.294	42.1593
NW_023497046.1	na	4.43958	2.95412	3.45513	5.60935	8.72313	3.80448	4.55063	4.33787	4.38319	3.47476	5.97043	7.18431	3.20736	5.0467	5.60415	4.91461	4.02111	2.63656	2.5828	3.58563	2.74864	5.71654	1.57949	1.1815	5.06873	2.33668	4.31002	4.03824	7.94774
NW_023497047.1	na	7.701	12.7123	10.2409	6.14285	7.19818	9.71286	10.5809	9.61871	13.0964	11.3437	12.383	5.9999	18.3336	9.70743	5.35633	12.1604	13.1388	14.1716	16.0966	16.4045	14.305	9.13662	8.02016	6.87414	14.3261	5.28601	14.4218	12.0661	12.5159
NW_023497054.1	na	0	0	0.726229	0.00753154	0.0506496	0.00188288	0.0253248	0.00367162	0.00498964	0.136415	0.027396	0.0143099	0	0.0389757	0	0.0281491	0.439748	0.0691019	0	0.00178874	0	0	0.00357748	0.0291847	0.0175108	0.00367162	0.00715496	0.00385991	0.00178874
NW_023497049.1	na	9.03467	12.0741	9.70511	6.07599	7.88216	9.86455	10.5135	9.58601	12.7804	9.71941	12.1208	5.38946	14.8946	7.84781	4.88753	10.4104	10.991	11.1479	13.8075	12.8877	11.0049	10.8323	6.94538	4.41599	13.7442	4.17051	10.9453	13.2374	16.8908
NW_023497050.1	na	18.9402	11.9011	13.8965	15.6803	23.0644	15.4595	17.1933	15.5314	15.7383	11.1364	17.943	16.51	8.66981	11.6761	14.0451	11.4685	12.0381	7.25028	11.3415	9.14679	8.6661	18.7349	4.88557	3.33677	16.4571	8.82629	13.1607	16.6915	27.663
NW_023497055.1	na	1.62987	3.80966	2.74252	1.69856	1.68787	2.49691	2.55734	2.51792	2.60398	3.80585	4.16942	1.32157	6.49717	3.55483	1.08914	4.849	4.60553	4.75042	4.91273	5.56149	4.35005	1.96785	4.42599	3.26402	5.39435	1.65457	7.56479	6.19685	4.14793
NW_023497045.1	na	45.1387	43.0584	32.9661	43.6098	50.3103	34.3705	46.0143	40.4386	64.7439	39.9189	66.5425	50.7137	44.3315	39.5653	40.9271	44.8339	39.8304	29.3948	46.9302	47.8517	39.7336	45.5978	17.6546	16.506	38.6048	35.6825	66.0495	38.3565	48.6468
NW_023497051.1	na	16.2116	16.8812	13.8912	14.1605	19.2453	16.2172	18.3908	15.0374	16.7554	13.9498	19.2374	13.9246	18.5081	14.8495	12.2756	16.2311	17.9038	13.6419	18.096	17.8532	13.9886	18.2293	12.4738	11.1059	23.7926	10.4678	30.2982	33.4794	35.152
NW_023497052.1	na	13.0846	12.3785	11.4584	12.4629	17.3739	13.0206	14.5552	12.6304	15.7095	10.2389	15.9006	13.2089	10.6883	10.5887	11.493	11.2819	10.6843	8.47512	12.4439	10.7672	9.87716	16.2861	5.54808	3.24207	14.6862	6.33197	11.6371	13.1351	23.0639
NW_023497060.1	na	10.1742	9.37338	10.4563	8.34589	12.0644	10.1837	10.5575	9.76957	10.3865	9.31808	11.2859	8.14967	11.8335	8.23025	7.40929	8.95245	13.8341	9.51535	11.5689	11.6578	10.1178	9.73156	7.29634	4.20282	14.0494	4.21932	10.1291	10.3464	16.4263
NW_023497059.1	na	12.5688	8.63191	8.41768	11.1071	15.043	10.967	12.9536	10.7548	11.761	6.81082	12.6869	12.3416	6.10593	9.08561	9.98183	9.78817	6.90287	4.69468	7.14303	7.00813	5.40574	14.5091	3.49348	2.61291	9.81759	10.4637	10.7695	14.4782	21.3628
NW_023497057.1	na	10.947	9.32101	8.85999	8.83889	11.4502	7.65599	10.7586	9.27739	10.6225	9.11327	12.353	9.38036	9.60661	11.5642	7.55271	11.5809	9.73215	8.78041	12.2765	9.73983	7.99473	8.95911	3.469	2.67771	12.0971	3.6028	8.8204	7.31188	12.1097
NW_023497063.1	na	48.9257	45.9173	42.8916	41.839	27.685	29.6681	60.2369	35.749	59.4929	26.8287	96.9317	37.6205	55.143	36.9172	40.3383	41.34	31.8558	41.6079	31.7028	59.8782	51.4853	41.6031	74.8941	139.445	82.3486	180.582	240.572	153.759	130.8
NW_023497058.1	na	5.23327	3.77664	3.78442	6.03661	9.07317	4.50162	5.29339	4.7631	4.44736	3.93471	6.48315	7.4834	3.59725	5.49379	6.66127	5.41264	4.41878	3.10177	3.05311	4.35426	3.53832	5.98412	2.76094	1.90312	6.23275	4.29046	7.39109	7.45584	9.01849
NW_023497062.1	na	2.59254	4.30866	3.29004	2.54521	3.35709	3.20732	4.09718	3.31775	4.37527	3.56116	4.5928	2.70558	6.04141	4.96942	2.64932	6.85384	5.44061	3.85667	6.61642	6.42843	5.53809	3.70484	3.79777	2.37536	5.58384	2.88806	5.22008	5.30061	6.10772
NW_023497061.1	na	8.662	13.2	10.9246	7.87808	10.026	10.0174	10.9192	10.5209	12.2335	12.6448	13.1952	6.71925	17.4358	11.9323	6.85245	12.9286	15.789	13.3834	16.162	15.6828	12.874	9.75726	9.69557	5.65548	18.402	6.33763	18.8572	16.1093	16.4774
NW_023497069.1	na	1.76081	0.91027	1.47288	13.5496	13.3845	1.62051	2.15732	1.59982	2.40686	1.45625	2.09982	2.35918	1.53511	1.87556	1.8711	1.95861	1.79906	0.954021	2.46123	2.31792	1.97354	1.54375	0.411842	0.864553	1.10624	0.942101	8.82971	0.763034	1.53
NW_023497056.1	na	49.3816	59.224	44.9498	46.0799	67.7753	45.4951	53.0886	52.7857	82.1596	53.5141	65.0336	51.7986	87.3216	41.0665	53.1372	54.7823	45.8709	51.3262	62.4317	88.929	65.9979	66.4046	51.0276	62.9169	63.0113	96.8645	118.613	102.735	105.553
NW_023497071.1	na	0	0	0	0	0	0	0	0	0	1.28409	0.642045	0	0	0	0	0	0	0	0	0	0	0	0.568182	0	0	0.738636	0	0	0
NW_023497064.1	na	12.4249	8.79057	9.3745	12.6396	17.1293	10.542	12.4755	10.6878	12.2381	8.31848	12.916	13.5502	7.05614	9.68356	11.2749	9.7789	9.01629	5.9794	8.53312	7.62036	6.52247	14.1887	5.60451	4.20825	13.6719	11.4362	17.1848	20.7254	23.4243
NW_023497067.1	na	4.73973	7.75659	6.16602	3.77761	4.84783	6.13156	7.65654	6.17154	7.2137	6.30845	6.75396	3.74563	10.8026	8.14825	3.5039	10.1878	9.6086	7.8416	10.7947	10.7548	9.46728	6.36033	8.03227	3.77814	8.36542	3.56254	10.0684	11.5076	10.2618
NW_023497065.1	na	17.1508	14.6935	13.4749	17.4168	21.1148	15.6758	18.4773	16.7787	20.2488	13.1252	21.0496	20.1719	15.207	15.7218	16.9973	16.0259	13.4619	12.3363	14.9641	15.5077	12.7848	19.407	8.09697	8.25216	15.8393	16.0996	21.8148	23.0408	21.7344
NW_023497072.1	na	9.33305	6.13394	6.36761	10.1003	14.9369	8.83297	9.83273	7.70437	8.75882	6.51274	11.8479	13.2462	5.47534	8.38104	10.0979	7.98489	5.82242	4.71047	5.54046	6.48759	3.9031	11.5937	3.20256	2.2553	9.67036	5.57241	9.65479	9.75749	17.0216
NW_023497068.1	na	29.913	29.9377	27.343	28.586	33.2283	27.031	34.1515	27.1596	39.538	26.9298	43.4304	29.8387	33.4305	26.2588	21.2358	32.4392	32.6349	22.7456	29.4378	32.1341	29.3598	36.7985	17.5848	12.8764	37.589	20.2161	41.6796	46.1279	45.7827
NW_023497074.1	na	7.36713	7.30276	6.23252	7.76824	10.3942	7.62498	8.3702	7.38099	8.30537	6.64188	9.93565	8.28381	7.90864	7.05129	6.781	7.6468	7.18561	6.00287	7.17356	7.62235	6.57542	8.88677	3.83882	2.7413	10.8928	4.26045	9.02623	9.85338	14.3346
NW_023497077.1	na	9.69831	13.3658	11.1013	9.32441	11.0676	12.0104	14.0945	11.7229	16.5777	9.11609	14.4078	9.11211	14.4722	9.81026	8.13527	12.1699	12.7806	9.69319	13.7936	13.9899	12.9454	13.7149	8.77241	6.40198	13.3749	9.41505	17.534	19.6645	19.3607
NW_023497070.1	na	35.3395	46.9123	35.298	31.4353	41.3984	32.7615	45.2409	40.17	63.3023	42.5799	59.3734	34.9064	67.5997	44.7435	28.181	52.8881	46.6855	44.592	49.9534	63.6765	55.9631	41.8813	22.774	18.5631	41.4546	25.3146	56.4359	38.7248	48.2379
NW_023497075.1	na	8.15716	11.6146	9.04627	6.82761	9.00362	10.0601	11.2617	9.36409	11.852	10.6865	13.2926	6.32177	15.458	9.45121	5.95346	12.1398	12.3474	11.2398	13.7583	13.9962	12.2775	9.46269	9.09805	4.53582	14.6536	5.64881	17.9572	17.0267	15.8271
NW_023497078.1	na	18.2635	22.146	18.931	20.303	24.686	18.8307	21.3904	20.9428	25.0694	20.191	29.1058	20.9522	27.4951	20.6078	18.338	23.5157	22.6424	20.9956	25.9618	24.9804	22.2672	22.7514	12.2104	8.34118	28.4044	12.9986	30.4891	30.0644	32.4775
NW_023497073.1	na	59.2339	65.6463	52.4176	58.8772	72.6844	51.1058	75.3485	63.7573	100.03	52.5929	88.5269	70.7355	70.8813	54.4281	57.2628	63.7747	51.9293	45.2018	66.3131	73.3442	64.3054	74.6328	31.6151	32.3432	53.3556	60.8767	93.9619	65.637	86.0803
NW_023497080.1	na	13.8599	10.3519	10.3757	12.0295	18.7997	12.952	14.5437	12.1259	14.0307	8.12592	14.0733	13.3556	6.57257	8.92722	10.6396	10.6611	8.14058	5.37858	10.0525	7.4712	5.8441	16.5967	3.5932	2.1369	13.3967	6.25123	10.1534	14.7138	26.6205
NW_023497079.1	na	14.5013	12.1642	11.8613	14.9879	19.5667	13.2552	16.2644	14.1505	16.9966	10.4758	17.9976	17.7205	10.074	12.4474	15.6552	12.9627	10.1063	8.6129	11.7019	11.1617	9.65797	18.5324	5.24017	4.52773	13.1359	10.921	15.7854	18.1584	21.7921
NW_023497082.1	na	13.374	19.1634	16.4642	9.18389	10.7581	16.0872	18.038	15.3761	20.8357	15.8446	18.808	8.75007	25.8357	14.7128	8.58812	17.6669	18.6364	20.7481	20.6474	22.9466	21.0102	15.0535	14.131	12.5068	15.6944	11.2643	23.6087	24.5189	18.5947
NW_023497083.1	na	5.14008	9.70263	7.04536	5.58119	7.10989	7.30858	7.72912	6.90425	9.45182	9.46689	10.481	5.45428	15.2975	8.5632	5.45209	10.1954	11.1908	10.1713	10.612	12.9794	10.8932	6.75457	7.85727	5.97015	13.6078	4.39519	14.2177	12.8863	11.721
NW_023497084.1	na	5.81695	10.8896	8.10928	6.68379	8.81628	7.74999	8.21644	8.02904	10.1829	10.1582	12.3831	6.37861	16.907	9.66429	6.67848	11.6608	12.2789	12.3277	12.6366	13.794	12.7082	7.49101	7.79611	5.11103	14.8997	4.13582	14.0707	12.1199	11.3883
NW_023497087.1	na	0.243206	0.237255	0.131522	0.0491966	0.15731	0.281889	0.12557	0.233485	0.188455	0.0983932	0.176751	0.184884	0.240032	0.0468161	0.212259	0.179528	0.165642	0.283674	0.327316	0.148582	0.277723	0.0839119	0.094029	0.290022	0.226939	0.560206	0.175957	0.5122	0.323944
NW_023497081.1	na	15.1153	18.5974	16.3036	14.0389	17.943	16.4235	17.8358	16.3695	19.7479	17.6554	21.7883	13.6237	23.7871	15.7981	16.2877	18.2449	20.31	17.5279	21.8479	21.1678	18.2484	17.2016	16.4426	9.97244	24.1189	12.7405	28.3677	24.4776	26.5996
NW_023497085.1	na	7.6694	10.9631	8.34751	6.37311	7.68334	9.11436	10.481	8.84779	13.1527	9.0303	10.4522	5.69975	13.7148	7.74629	6.10861	10.3909	8.89504	10.4626	12.2899	11.2592	11.0077	9.90363	6.73681	5.45625	11.1032	7.4008	14.0016	14.8237	13.1465
NW_023497091.1	na	1.45889	3.53617	2.37079	1.58685	1.84383	2.62649	2.87381	2.26039	2.97173	3.54513	4.02033	1.43088	6.04742	3.68108	1.24575	4.3272	3.94187	4.18246	4.49718	4.78428	3.80333	2.102	3.39404	2.81564	5.06003	1.74236	6.54184	5.58937	4.50041
NW_023497088.1	na	0.949535	2.46708	1.70939	0.74718	0.986653	1.76893	1.61273	1.36773	1.99627	2.92549	2.25102	0.615782	3.87319	2.36737	0.714421	3.2494	3.0546	3.42075	3.58015	4.3036	3.28482	1.46277	3.45118	1.42965	3.88806	0.729789	4.32724	4.21624	2.38611
NW_023497090.1	na	16.2008	22.5039	18.5203	13.4632	15.6202	18.1525	21.2611	19.3877	25.5078	19.3918	22.358	11.7527	31.008	18.8996	11.5821	23.2434	24.6748	23.4275	27.7284	28.7819	24.7063	18.6964	16.7933	10.9546	23.5652	10.8231	23.7904	21.841	26.1858
NW_023496995.1	na	10.3886	11.415	10.1843	9.97125	13.7149	10.5994	12.003	10.4594	12.5858	10.3512	14.5246	10.1979	12.9878	10.4035	9.00231	11.9688	12.1599	9.74689	13.4022	11.989	10.0503	12.0608	7.51296	4.70583	15.1869	7.49431	17.8104	16.5252	18.4768
NW_023497089.1	na	8.13037	5.68389	5.7868	9.38614	14.3755	6.82189	8.51691	7.51683	7.4925	6.3387	10.7184	11.6593	5.23614	7.62134	9.394	7.66526	5.86017	4.25285	5.50981	5.80962	4.69586	10.438	2.94719	1.80173	8.78358	4.21505	9.10694	8.84167	14.6806
NW_023497095.1	na	0.0720774	0.111392	0.565153	0.03172	0.0582278	0.382278	0.300074	0.455101	0.312137	0.215637	0.0854803	0.0171258	1.04125	0.513328	0.0516754	0.0399106	0.323902	0.921966	0.141474	1.46672	1.979	0.101117	0.212956	0.774981	0.127029	0.137305	0.326284	0.870886	0.0439315
NW_023497094.1	na	2.76906	2.59265	2.64549	2.67471	3.17323	2.75805	3.59382	3.30061	4.24968	2.43816	3.36161	2.60705	3.34519	2.41243	2.61753	3.62537	3.57783	2.52838	2.94684	3.10642	2.67186	3.93213	2.19473	2.81787	3.14009	2.00116	5.34625	2.57571	4.38448
NW_023497098.1	na	4.68141	4.4617	4.00668	5.6669	7.53364	4.36282	5.28482	4.75395	5.00127	3.88392	6.31393	6.48139	3.63482	5.135	5.35161	5.60611	4.42809	2.87376	4.2851	4.72263	3.67284	6.13954	2.44014	2.18439	5.43654	4.01721	6.03492	7.03554	8.31585
NW_023497096.1	na	80.9769	148.729	58.5452	127.565	159.011	74.638	170.458	99.5954	134.853	106.242	179.307	171.041	126.749	91.7545	157.056	146.325	178.7	55.9805	84.4894	147.727	111.348	154.233	543.051	419.874	1166.26	1249.68	1274.76	1151.71	857.495
NW_023497092.1	na	42.4394	56.2264	41.0368	36.3309	47.8912	39.2941	57.1529	50.2274	77.257	45.8971	68.75	38.5088	72.3035	49.0427	31.617	58.8741	53.0146	46.6137	66.6139	69.7049	61.1531	52.05	27.9419	25.5616	55.8042	33.6918	69.378	50.9625	73.0279
NW_023497099.1	na	9.25755	9.67828	8.37081	8.02904	11.0065	8.72075	9.99286	8.56375	10.057	8.29185	11.0369	8.0652	10.9707	8.57426	6.45619	9.12589	11.2715	8.6286	10.5112	10.0157	8.69435	9.85481	6.21842	4.89769	15.3562	5.79964	13.1589	13.7044	19.0758
NW_023497097.1	na	14.9846	14.4324	15.7381	12.0896	17.266	14.9013	16.5457	13.7234	15.551	12.9939	17.0116	12.4669	15.464	13.7457	10.9106	16.006	16.337	13.5006	16.2241	15.3487	12.9058	15.069	7.70902	6.1068	19.9764	5.22387	17.8375	24.7548	24.0292
